Pair.Name,Ligand.ApprovedSymbol,Ligand.Name,Receptor.ApprovedSymbol,Receptor.Name
LAMB1_ITGA2,LAMB1,"laminin, beta 1",ITGA2,"integrin, alpha 2 (CD49B, alpha 2 subunit of VLA-2 receptor)"
LAMB1_ITGA3,LAMB1,"laminin, beta 1",ITGA3,"integrin, alpha 3 (antigen CD49C, alpha 3 subunit of VLA-3 receptor)"
LAMB1_ITGA6,LAMB1,"laminin, beta 1",ITGA6,"integrin, alpha 6"
LAMB1_ITGA7,LAMB1,"laminin, beta 1",ITGA7,"integrin, alpha 7"
LAMB1_ITGAV,LAMB1,"laminin, beta 1",ITGAV,"integrin, alpha V"
LAMB1_ITGB1,LAMB1,"laminin, beta 1",ITGB1,"integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)"
LAMB1_ITGB4,LAMB1,"laminin, beta 1",ITGB4,"integrin, beta 4"
LAMB2_RPSA,LAMB2,"laminin, beta 2 (laminin S)",RPSA,ribosomal protein SA
LAMB3_CD151,LAMB3,"laminin, beta 3",CD151,CD151 molecule (Raph blood group)
LAMB3_COL17A1,LAMB3,"laminin, beta 3",COL17A1,"collagen, type XVII, alpha 1"
LAMB3_ITGA2,LAMB3,"laminin, beta 3",ITGA2,"integrin, alpha 2 (CD49B, alpha 2 subunit of VLA-2 receptor)"
LAMB3_ITGA3,LAMB3,"laminin, beta 3",ITGA3,"integrin, alpha 3 (antigen CD49C, alpha 3 subunit of VLA-3 receptor)"
LAMB3_ITGA6,LAMB3,"laminin, beta 3",ITGA6,"integrin, alpha 6"
LAMB3_ITGB1,LAMB3,"laminin, beta 3",ITGB1,"integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)"
LAMB3_ITGB4,LAMB3,"laminin, beta 3",ITGB4,"integrin, beta 4"
LAMC1_ITGA1,LAMC1,"laminin, gamma 1 (formerly LAMB2)",ITGA1,"integrin, alpha 1"
LAMC1_ITGA2,LAMC1,"laminin, gamma 1 (formerly LAMB2)",ITGA2,"integrin, alpha 2 (CD49B, alpha 2 subunit of VLA-2 receptor)"
LAMC1_ITGA3,LAMC1,"laminin, gamma 1 (formerly LAMB2)",ITGA3,"integrin, alpha 3 (antigen CD49C, alpha 3 subunit of VLA-3 receptor)"
LAMC1_ITGA6,LAMC1,"laminin, gamma 1 (formerly LAMB2)",ITGA6,"integrin, alpha 6"
LAMC1_ITGA7,LAMC1,"laminin, gamma 1 (formerly LAMB2)",ITGA7,"integrin, alpha 7"
LAMC1_ITGAV,LAMC1,"laminin, gamma 1 (formerly LAMB2)",ITGAV,"integrin, alpha V"
LAMC1_ITGB1,LAMC1,"laminin, gamma 1 (formerly LAMB2)",ITGB1,"integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)"
LAMC1_ITGB4,LAMC1,"laminin, gamma 1 (formerly LAMB2)",ITGB4,"integrin, beta 4"
LAMC2_CD151,LAMC2,"laminin, gamma 2",CD151,CD151 molecule (Raph blood group)
LAMC2_COL17A1,LAMC2,"laminin, gamma 2",COL17A1,"collagen, type XVII, alpha 1"
LAMC2_ITGA2,LAMC2,"laminin, gamma 2",ITGA2,"integrin, alpha 2 (CD49B, alpha 2 subunit of VLA-2 receptor)"
LAMC2_ITGA3,LAMC2,"laminin, gamma 2",ITGA3,"integrin, alpha 3 (antigen CD49C, alpha 3 subunit of VLA-3 receptor)"
LAMC2_ITGA6,LAMC2,"laminin, gamma 2",ITGA6,"integrin, alpha 6"
LAMC2_ITGB1,LAMC2,"laminin, gamma 2",ITGB1,"integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)"
LAMC2_ITGB4,LAMC2,"laminin, gamma 2",ITGB4,"integrin, beta 4"
LAMC3_ITGA2,LAMC3,"laminin, gamma 3",ITGA2,"integrin, alpha 2 (CD49B, alpha 2 subunit of VLA-2 receptor)"
LAMC3_ITGA3,LAMC3,"laminin, gamma 3",ITGA3,"integrin, alpha 3 (antigen CD49C, alpha 3 subunit of VLA-3 receptor)"
LAMC3_ITGA6,LAMC3,"laminin, gamma 3",ITGA6,"integrin, alpha 6"
LAMC3_ITGB1,LAMC3,"laminin, gamma 3",ITGB1,"integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)"
LAMC3_ITGB4,LAMC3,"laminin, gamma 3",ITGB4,"integrin, beta 4"
LCN1_LMBR1L,LCN1,lipocalin 1,LMBR1L,limb development membrane protein 1-like
LCN2_LRP2,LCN2,lipocalin 2,LRP2,low density lipoprotein receptor-related protein 2
LEFTY2_ACVR2B,LEFTY2,left-right determination factor 2,ACVR2B,"activin A receptor, type IIB"
LEP_LEPR,LEP,leptin,LEPR,leptin receptor
LEP_LRP2,LEP,leptin,LRP2,low density lipoprotein receptor-related protein 2
LGALS3BP_ITGB1,LGALS3BP,"lectin, galactoside-binding, soluble, 3 binding protein",ITGB1,"integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)"
LGALS3BP_VANGL1,LGALS3BP,"lectin, galactoside-binding, soluble, 3 binding protein",VANGL1,VANGL planar cell polarity protein 1
LHB_LHCGR,LHB,luteinizing hormone beta polypeptide,LHCGR,luteinizing hormone/choriogonadotropin receptor
LIF_IL6ST,LIF,leukemia inhibitory factor,IL6ST,"interleukin 6 signal transducer (gp130, oncostatin M receptor)"
LIF_LIFR,LIF,leukemia inhibitory factor,LIFR,leukemia inhibitory factor receptor alpha
LIN7C_ABCA1,LIN7C,lin-7 homolog C (C. elegans),ABCA1,"ATP-binding cassette, sub-family A (ABC1), member 1"
LIN7C_HTR2C,LIN7C,lin-7 homolog C (C. elegans),HTR2C,"5-hydroxytryptamine (serotonin) receptor 2C, G protein-coupled"
LIN7C_KCNJ4,LIN7C,lin-7 homolog C (C. elegans),KCNJ4,"potassium inwardly-rectifying channel, subfamily J, member 4"
LIPC_LRP1,LIPC,"lipase, hepatic",LRP1,low density lipoprotein receptor-related protein 1
LIPH_LPAR1,LIPH,"lipase, member H",LPAR1,lysophosphatidic acid receptor 1
LIPH_LPAR2,LIPH,"lipase, member H",LPAR2,lysophosphatidic acid receptor 2
LIPH_LPAR4,LIPH,"lipase, member H",LPAR4,lysophosphatidic acid receptor 4
LPA_ITGAM,LPA,"lipoprotein, Lp(a)",ITGAM,"integrin, alpha M (complement component 3 receptor 3 subunit)"
LPA_ITGB2,LPA,"lipoprotein, Lp(a)",ITGB2,"integrin, beta 2 (complement component 3 receptor 3 and 4 subunit)"
LPA_LRP2,LPA,"lipoprotein, Lp(a)",LRP2,low density lipoprotein receptor-related protein 2
LPL_CD44,LPL,lipoprotein lipase,CD44,CD44 molecule (Indian blood group)
LPL_GPIHBP1,LPL,lipoprotein lipase,GPIHBP1,glycosylphosphatidylinositol anchored high density lipoprotein binding protein 1
LPL_LRP1,LPL,lipoprotein lipase,LRP1,low density lipoprotein receptor-related protein 1
LPL_LRP2,LPL,lipoprotein lipase,LRP2,low density lipoprotein receptor-related protein 2
LPL_SDC1,LPL,lipoprotein lipase,SDC1,syndecan 1
LPL_VLDLR,LPL,lipoprotein lipase,VLDLR,very low density lipoprotein receptor
LRP1B_PLAUR,LRP1B,low density lipoprotein receptor-related protein 1B,PLAUR,"plasminogen activator, urokinase receptor"
LRPAP1_LDLR,LRPAP1,low density lipoprotein receptor-related protein associated protein 1,LDLR,low density lipoprotein receptor
LRPAP1_LRP1,LRPAP1,low density lipoprotein receptor-related protein associated protein 1,LRP1,low density lipoprotein receptor-related protein 1
LRPAP1_LRP2,LRPAP1,low density lipoprotein receptor-related protein associated protein 1,LRP2,low density lipoprotein receptor-related protein 2
LRPAP1_LRP8,LRPAP1,low density lipoprotein receptor-related protein associated protein 1,LRP8,"low density lipoprotein receptor-related protein 8, apolipoprotein e receptor"
LRPAP1_SORL1,LRPAP1,low density lipoprotein receptor-related protein associated protein 1,SORL1,"sortilin-related receptor, L(DLR class) A repeats containing"
LRPAP1_SORT1,LRPAP1,low density lipoprotein receptor-related protein associated protein 1,SORT1,sortilin 1
LRPAP1_VLDLR,LRPAP1,low density lipoprotein receptor-related protein associated protein 1,VLDLR,very low density lipoprotein receptor
LTA_CACHD1,LTA,lymphotoxin alpha,CACHD1,cache domain containing 1
LTA_EDNRA,LTA,lymphotoxin alpha,EDNRA,endothelin receptor type A
LTA_LTBR,LTA,lymphotoxin alpha,LTBR,"lymphotoxin beta receptor (TNFR superfamily, member 3)"
LTA_TNFRSF14,LTA,lymphotoxin alpha,TNFRSF14,"tumor necrosis factor receptor superfamily, member 14"
LTA_TNFRSF1A,LTA,lymphotoxin alpha,TNFRSF1A,"tumor necrosis factor receptor superfamily, member 1A"
LTA_TNFRSF1B,LTA,lymphotoxin alpha,TNFRSF1B,"tumor necrosis factor receptor superfamily, member 1B"
LTBP1_ITGB5,LTBP1,latent transforming growth factor beta binding protein 1,ITGB5,"integrin, beta 5"
LTBP3_ITGB5,LTBP3,latent transforming growth factor beta binding protein 3,ITGB5,"integrin, beta 5"
LTB_CD40,LTB,"lymphotoxin beta (TNF superfamily, member 3)",CD40,"CD40 molecule, TNF receptor superfamily member 5"
LTB_LTBR,LTB,"lymphotoxin beta (TNF superfamily, member 3)",LTBR,"lymphotoxin beta receptor (TNFR superfamily, member 3)"
LTB_TNFRSF1A,LTB,"lymphotoxin beta (TNF superfamily, member 3)",TNFRSF1A,"tumor necrosis factor receptor superfamily, member 1A"
LTF_GP9,LTF,lactotransferrin,GP9,glycoprotein IX (platelet)
LTF_GPR162,LTF,lactotransferrin,GPR162,G protein-coupled receptor 162
LTF_LRP1,LTF,lactotransferrin,LRP1,low density lipoprotein receptor-related protein 1
LTF_LRP11,LTF,lactotransferrin,LRP11,low density lipoprotein receptor-related protein 11
LTF_TFRC,LTF,lactotransferrin,TFRC,transferrin receptor
LY6G5C_TMEM8A,LY6G5C,"lymphocyte antigen 6 complex, locus G5C",TMEM8A,transmembrane protein 8A
LY86_CD180,LY86,lymphocyte antigen 86,CD180,CD180 molecule
LYPD3_AGR2,LYPD3,LY6/PLAUR domain containing 3,AGR2,anterior gradient 2
LYZ_ITGAL,LYZ,lysozyme,ITGAL,"integrin, alpha L (antigen CD11A (p180), lymphocyte function-associated antigen 1; alpha polypeptide)"
MADCAM1_CD44,MADCAM1,mucosal vascular addressin cell adhesion molecule 1,CD44,CD44 molecule (Indian blood group)
MADCAM1_ITGA4,MADCAM1,mucosal vascular addressin cell adhesion molecule 1,ITGA4,"integrin, alpha 4 (antigen CD49D, alpha 4 subunit of VLA-4 receptor)"
MADCAM1_ITGB7,MADCAM1,mucosal vascular addressin cell adhesion molecule 1,ITGB7,"integrin, beta 7"
MATN1_ITGA1,MATN1,"matrilin 1, cartilage matrix protein",ITGA1,"integrin, alpha 1"
MATN1_ITGB1,MATN1,"matrilin 1, cartilage matrix protein",ITGB1,"integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)"
MATN1_PTPRD,MATN1,"matrilin 1, cartilage matrix protein",PTPRD,"protein tyrosine phosphatase, receptor type, D"
MBL2_CALCR,MBL2,"mannose-binding lectin (protein C) 2, soluble",CALCR,calcitonin receptor
MBL2_CD93,MBL2,"mannose-binding lectin (protein C) 2, soluble",CD93,CD93 molecule
MDK_ALK,MDK,midkine (neurite growth-promoting factor 2),ALK,anaplastic lymphoma receptor tyrosine kinase
MDK_GPC2,MDK,midkine (neurite growth-promoting factor 2),GPC2,glypican 2
MDK_ITGA4,MDK,midkine (neurite growth-promoting factor 2),ITGA4,"integrin, alpha 4 (antigen CD49D, alpha 4 subunit of VLA-4 receptor)"
MDK_ITGA6,MDK,midkine (neurite growth-promoting factor 2),ITGA6,"integrin, alpha 6"
MDK_ITGB1,MDK,midkine (neurite growth-promoting factor 2),ITGB1,"integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)"
MDK_LRP1,MDK,midkine (neurite growth-promoting factor 2),LRP1,low density lipoprotein receptor-related protein 1
MDK_LRP2,MDK,midkine (neurite growth-promoting factor 2),LRP2,low density lipoprotein receptor-related protein 2
MDK_PTPRB,MDK,midkine (neurite growth-promoting factor 2),PTPRB,"protein tyrosine phosphatase, receptor type, B"
MDK_PTPRZ1,MDK,midkine (neurite growth-promoting factor 2),PTPRZ1,"protein tyrosine phosphatase, receptor-type, Z polypeptide 1"
MDK_SDC1,MDK,midkine (neurite growth-promoting factor 2),SDC1,syndecan 1
MDK_SDC3,MDK,midkine (neurite growth-promoting factor 2),SDC3,syndecan 3
MDK_SDC4,MDK,midkine (neurite growth-promoting factor 2),SDC4,syndecan 4
MDK_TSPAN1,MDK,midkine (neurite growth-promoting factor 2),TSPAN1,tetraspanin 1
MEPE_PHEX,MEPE,matrix extracellular phosphoglycoprotein,PHEX,"phosphate regulating endopeptidase homolog, X-linked"
MFAP2_NOTCH1,MFAP2,microfibrillar-associated protein 2,NOTCH1,notch 1
MFAP5_NOTCH1,MFAP5,microfibrillar associated protein 5,NOTCH1,notch 1
MFGE8_ITGAV,MFGE8,milk fat globule-EGF factor 8 protein,ITGAV,"integrin, alpha V"
MFGE8_ITGB3,MFGE8,milk fat globule-EGF factor 8 protein,ITGB3,"integrin, beta 3 (platelet glycoprotein IIIa, antigen CD61)"
MFGE8_PDGFRB,MFGE8,milk fat globule-EGF factor 8 protein,PDGFRB,"platelet-derived growth factor receptor, beta polypeptide"
MFI2_TFRC,MFI2,antigen p97 (melanoma associated) identified by monoclonal antibodies 133.2 and 96.5,TFRC,transferrin receptor
MFNG_NOTCH1,MFNG,MFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase,NOTCH1,notch 1
MFNG_NOTCH2,MFNG,MFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase,NOTCH2,notch 2
MIA_CDH19,MIA,melanoma inhibitory activity,CDH19,"cadherin 19, type 2"
MIA_CDH7,MIA,melanoma inhibitory activity,CDH7,"cadherin 7, type 2"
MLLT4_EPHA7,MLLT4,"myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 4",EPHA7,EPH receptor A7
MLLT4_EPHB2,MLLT4,"myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 4",EPHB2,EPH receptor B2
MLLT4_EPHB3,MLLT4,"myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 4",EPHB3,EPH receptor B3
MLLT4_EPHB6,MLLT4,"myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 4",EPHB6,EPH receptor B6
MLLT4_F11R,MLLT4,"myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 4",F11R,F11 receptor
MLLT4_NRXN2,MLLT4,"myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 4",NRXN2,neurexin 2
MLLT4_NRXN3,MLLT4,"myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 4",NRXN3,neurexin 3
MLLT4_PVRL1,MLLT4,"myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 4",PVRL1,poliovirus receptor-related 1 (herpesvirus entry mediator C)
MLLT4_PVRL2,MLLT4,"myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 4",PVRL2,poliovirus receptor-related 2 (herpesvirus entry mediator B)
MLLT4_PVRL3,MLLT4,"myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 4",PVRL3,poliovirus receptor-related 3
MLLT4_PVRL4,MLLT4,"myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 4",PVRL4,poliovirus receptor-related 4
MLN_MLNR,MLN,motilin,MLNR,motilin receptor
MMP12_PLAUR,MMP12,matrix metallopeptidase 12 (macrophage elastase),PLAUR,"plasminogen activator, urokinase receptor"
MMP13_LRP1,MMP13,matrix metallopeptidase 13 (collagenase 3),LRP1,low density lipoprotein receptor-related protein 1
MMP1_CD44,MMP1,matrix metallopeptidase 1 (interstitial collagenase),CD44,CD44 molecule (Indian blood group)
MMP1_ITGA2,MMP1,matrix metallopeptidase 1 (interstitial collagenase),ITGA2,"integrin, alpha 2 (CD49B, alpha 2 subunit of VLA-2 receptor)"
MMP2_SDC2,MMP2,"matrix metallopeptidase 2 (gelatinase A, 72kDa gelatinase, 72kDa type IV collagenase)",SDC2,syndecan 2
MMP7_CD151,MMP7,"matrix metallopeptidase 7 (matrilysin, uterine)",CD151,CD151 molecule (Raph blood group)
MMP7_CD44,MMP7,"matrix metallopeptidase 7 (matrilysin, uterine)",CD44,CD44 molecule (Indian blood group)
MMP7_CDH6,MMP7,"matrix metallopeptidase 7 (matrilysin, uterine)",CDH6,"cadherin 6, type 2, K-cadherin (fetal kidney)"
MMP7_ERBB4,MMP7,"matrix metallopeptidase 7 (matrilysin, uterine)",ERBB4,v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 4
MMP9_CD44,MMP9,"matrix metallopeptidase 9 (gelatinase B, 92kDa gelatinase, 92kDa type IV collagenase)",CD44,CD44 molecule (Indian blood group)
MMP9_EPHB2,MMP9,"matrix metallopeptidase 9 (gelatinase B, 92kDa gelatinase, 92kDa type IV collagenase)",EPHB2,EPH receptor B2
MMP9_ITGAM,MMP9,"matrix metallopeptidase 9 (gelatinase B, 92kDa gelatinase, 92kDa type IV collagenase)",ITGAM,"integrin, alpha M (complement component 3 receptor 3 subunit)"
MMP9_ITGB2,MMP9,"matrix metallopeptidase 9 (gelatinase B, 92kDa gelatinase, 92kDa type IV collagenase)",ITGB2,"integrin, beta 2 (complement component 3 receptor 3 and 4 subunit)"
MMP9_LRP1,MMP9,"matrix metallopeptidase 9 (gelatinase B, 92kDa gelatinase, 92kDa type IV collagenase)",LRP1,low density lipoprotein receptor-related protein 1
MST1_MST1R,MST1,macrophage stimulating 1 (hepatocyte growth factor-like),MST1R,macrophage stimulating 1 receptor (c-met-related tyrosine kinase)
MSTN_ACVR2B,MSTN,myostatin,ACVR2B,"activin A receptor, type IIB"
MUC2_AGR2,MUC2,"mucin 2, oligomeric mucus/gel-forming",AGR2,anterior gradient 2
MUC7_SELL,MUC7,"mucin 7, secreted",SELL,selectin L
MYOC_FZD1,MYOC,"myocilin, trabecular meshwork inducible glucocorticoid response",FZD1,frizzled class receptor 1
MYOC_FZD10,MYOC,"myocilin, trabecular meshwork inducible glucocorticoid response",FZD10,frizzled class receptor 10
MYOC_FZD3,MYOC,"myocilin, trabecular meshwork inducible glucocorticoid response",FZD3,frizzled class receptor 3
MYOC_FZD4,MYOC,"myocilin, trabecular meshwork inducible glucocorticoid response",FZD4,frizzled class receptor 4
MYOC_FZD7,MYOC,"myocilin, trabecular meshwork inducible glucocorticoid response",FZD7,frizzled class receptor 7
NAMPT_INSR,NAMPT,nicotinamide phosphoribosyltransferase,INSR,insulin receptor
NCAM1_CACNA1C,NCAM1,neural cell adhesion molecule 1,CACNA1C,"calcium channel, voltage-dependent, L type, alpha 1C subunit"
NCAM1_FGFR1,NCAM1,neural cell adhesion molecule 1,FGFR1,fibroblast growth factor receptor 1
NCAM1_FGFR2,NCAM1,neural cell adhesion molecule 1,FGFR2,fibroblast growth factor receptor 2
NCAM1_GFRA1,NCAM1,neural cell adhesion molecule 1,GFRA1,GDNF family receptor alpha 1
NCAM1_PTPRA,NCAM1,neural cell adhesion molecule 1,PTPRA,"protein tyrosine phosphatase, receptor type, A"
NCAM1_ROBO1,NCAM1,neural cell adhesion molecule 1,ROBO1,"roundabout, axon guidance receptor, homolog 1 (Drosophila)"
NCAM1_ROBO3,NCAM1,neural cell adhesion molecule 1,ROBO3,"roundabout, axon guidance receptor, homolog 3 (Drosophila)"
NCAN_CDH2,NCAN,neurocan,CDH2,"cadherin 2, type 1, N-cadherin (neuronal)"
NCAN_SDC3,NCAN,neurocan,SDC3,syndecan 3
NDP_FZD4,NDP,Norrie disease (pseudoglioma),FZD4,frizzled class receptor 4
NDP_LGR4,NDP,Norrie disease (pseudoglioma),LGR4,leucine-rich repeat containing G protein-coupled receptor 4
NGF_KIDINS220,NGF,nerve growth factor (beta polypeptide),KIDINS220,"kinase D-interacting substrate, 220kDa"
NGF_MAGED1,NGF,nerve growth factor (beta polypeptide),MAGED1,"melanoma antigen family D, 1"
NGF_NGFR,NGF,nerve growth factor (beta polypeptide),NGFR,nerve growth factor receptor
NGF_NGFRAP1,NGF,nerve growth factor (beta polypeptide),NGFRAP1,nerve growth factor receptor (TNFRSF16) associated protein 1
NGF_NTRK1,NGF,nerve growth factor (beta polypeptide),NTRK1,"neurotrophic tyrosine kinase, receptor, type 1"
NGF_SORCS3,NGF,nerve growth factor (beta polypeptide),SORCS3,sortilin-related VPS10 domain containing receptor 3
NGF_SORT1,NGF,nerve growth factor (beta polypeptide),SORT1,sortilin 1
NID1_COL13A1,NID1,nidogen 1,COL13A1,"collagen, type XIII, alpha 1"
NID1_ITGA3,NID1,nidogen 1,ITGA3,"integrin, alpha 3 (antigen CD49C, alpha 3 subunit of VLA-3 receptor)"
NID1_ITGAV,NID1,nidogen 1,ITGAV,"integrin, alpha V"
NID1_ITGB1,NID1,nidogen 1,ITGB1,"integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)"
NID1_ITGB3,NID1,nidogen 1,ITGB3,"integrin, beta 3 (platelet glycoprotein IIIa, antigen CD61)"
NID1_PTPRF,NID1,nidogen 1,PTPRF,"protein tyrosine phosphatase, receptor type, F"
NID2_COL13A1,NID2,nidogen 2 (osteonidogen),COL13A1,"collagen, type XIII, alpha 1"
NLGN1_NRXN1,NLGN1,neuroligin 1,NRXN1,neurexin 1
NLGN1_NRXN2,NLGN1,neuroligin 1,NRXN2,neurexin 2
NLGN1_NRXN3,NLGN1,neuroligin 1,NRXN3,neurexin 3
NLGN2_NRXN1,NLGN2,neuroligin 2,NRXN1,neurexin 1
NLGN2_NRXN2,NLGN2,neuroligin 2,NRXN2,neurexin 2
NLGN2_NRXN3,NLGN2,neuroligin 2,NRXN3,neurexin 3
NLGN3_NRXN1,NLGN3,neuroligin 3,NRXN1,neurexin 1
NLGN3_NRXN2,NLGN3,neuroligin 3,NRXN2,neurexin 2
NLGN3_NRXN3,NLGN3,neuroligin 3,NRXN3,neurexin 3
NMB_BRS3,NMB,neuromedin B,BRS3,bombesin-like receptor 3
NMB_GRPR,NMB,neuromedin B,GRPR,gastrin-releasing peptide receptor
NMB_NMBR,NMB,neuromedin B,NMBR,neuromedin B receptor
NMS_NMUR1,NMS,neuromedin S,NMUR1,neuromedin U receptor 1
NMS_NMUR2,NMS,neuromedin S,NMUR2,neuromedin U receptor 2
NMU_NMUR1,NMU,neuromedin U,NMUR1,neuromedin U receptor 1
NMU_NMUR2,NMU,neuromedin U,NMUR2,neuromedin U receptor 2
NODAL_ACVR1B,NODAL,nodal growth differentiation factor,ACVR1B,"activin A receptor, type IB"
NODAL_ACVR1C,NODAL,nodal growth differentiation factor,ACVR1C,"activin A receptor, type IC"
NODAL_ACVR2A,NODAL,nodal growth differentiation factor,ACVR2A,"activin A receptor, type IIA"
NODAL_ACVR2B,NODAL,nodal growth differentiation factor,ACVR2B,"activin A receptor, type IIB"
NOV_NOTCH1,NOV,nephroblastoma overexpressed,NOTCH1,notch 1
NOV_PLXNA1,NOV,nephroblastoma overexpressed,PLXNA1,plexin A1
NPB_NPBWR1,NPB,neuropeptide B,NPBWR1,neuropeptides B/W receptor 1
NPB_NPBWR2,NPB,neuropeptide B,NPBWR2,neuropeptides B/W receptor 2
NPFF_NPFFR1,NPFF,neuropeptide FF-amide peptide precursor,NPFFR1,neuropeptide FF receptor 1
NPFF_NPFFR2,NPFF,neuropeptide FF-amide peptide precursor,NPFFR2,neuropeptide FF receptor 2
NPNT_ITGA8,NPNT,nephronectin,ITGA8,"integrin, alpha 8"
NPNT_ITGB1,NPNT,nephronectin,ITGB1,"integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)"
NPPA_NPR1,NPPA,natriuretic peptide A,NPR1,natriuretic peptide receptor 1
NPPA_NPR3,NPPA,natriuretic peptide A,NPR3,natriuretic peptide receptor 3
NPPB_NPR1,NPPB,natriuretic peptide B,NPR1,natriuretic peptide receptor 1
NPPB_NPR2,NPPB,natriuretic peptide B,NPR2,natriuretic peptide receptor 2
NPPB_NPR3,NPPB,natriuretic peptide B,NPR3,natriuretic peptide receptor 3
NPPC_NPR2,NPPC,natriuretic peptide C,NPR2,natriuretic peptide receptor 2
NPPC_NPR3,NPPC,natriuretic peptide C,NPR3,natriuretic peptide receptor 3
NPS_NPSR1,NPS,neuropeptide S,NPSR1,neuropeptide S receptor 1
NPVF_NPFFR1,NPVF,neuropeptide VF precursor,NPFFR1,neuropeptide FF receptor 1
NPVF_NPFFR2,NPVF,neuropeptide VF precursor,NPFFR2,neuropeptide FF receptor 2
NPW_NPBWR1,NPW,neuropeptide W,NPBWR1,neuropeptides B/W receptor 1
NPW_NPBWR2,NPW,neuropeptide W,NPBWR2,neuropeptides B/W receptor 2
NPY_FAP,NPY,neuropeptide Y,FAP,"fibroblast activation protein, alpha"
NPY_MC4R,NPY,neuropeptide Y,MC4R,melanocortin 4 receptor
NPY_NPFFR2,NPY,neuropeptide Y,NPFFR2,neuropeptide FF receptor 2
NPY_NPY1R,NPY,neuropeptide Y,NPY1R,neuropeptide Y receptor Y1
NPY_NPY2R,NPY,neuropeptide Y,NPY2R,neuropeptide Y receptor Y2
NPY_NPY4R,NPY,neuropeptide Y,NPY4R,neuropeptide Y receptor Y4
NPY_NPY5R,NPY,neuropeptide Y,NPY5R,neuropeptide Y receptor Y5
NPY_PRLHR,NPY,neuropeptide Y,PRLHR,prolactin releasing hormone receptor
NRG1_ERBB2,NRG1,neuregulin 1,ERBB2,v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 2
NRG1_ERBB3,NRG1,neuregulin 1,ERBB3,v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 3
NRG1_ERBB4,NRG1,neuregulin 1,ERBB4,v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 4
NRG1_GPC1,NRG1,neuregulin 1,GPC1,glypican 1
NRG2_ERBB2,NRG2,neuregulin 2,ERBB2,v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 2
NRG2_ERBB3,NRG2,neuregulin 2,ERBB3,v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 3
NRG2_ERBB4,NRG2,neuregulin 2,ERBB4,v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 4
